1.0320478480061754e-19,-0.0,3.2406870369554547e-7,6.599145780859598e-5,8.216797460136989e-33,0.0-0.1660167973441372,-0.016635049703192704,0.16666666666666666,0.016666666666666666,7.668764470729735e-5,-3.4959103793158355e-50.0005728576091184232,5.846094585280313e-7
-7.917801116332567e-8,-1.604869882874459e-5,3.294152163239783e-7,6.697705577345274e-5,4.757792856185215e-9,9.61376739845571e-7-0.16600814624430532,-0.016621544234994547,0.16666666666666666,0.016666666666666666,8.651401912129849e-5,-3.944963271839713e-50.0005715930522196714,5.849330484742232e-7
-1.6445115937575474e-7,-3.3038160998448945e-5,3.4586816653932285e-7,6.993729827210412e-5,1.9548043471756705e-8,3.901780984992694e-6-0.16599798400548368,-0.01660371863290908,0.16666666666666666,0.016666666666666666,9.78414962682438e-5,-4.451446822841374e-50.0005703112975453272,5.852617304525594e-7
-2.6064542319166224e-7,-5.1965732529608235e-5,3.7317160791700216e-7,7.506517480458457e-5,4.551259741461259e-8,8.993642405978436e-6-0.16598633672234897,-0.01658028994452042,0.16666666666666666,0.016666666666666666,0.00011065667331931519,-5.023342792368211e-50.0005689939413698686,5.856003297594318e-7
-3.736303715868732e-7,-7.394226978859369e-5,4.131673730451555e-7,8.266159555737962e-5,8.4469190744212e-8,1.653566938982546e-5-0.16597300677813992,-0.01654963207596805,0.16666666666666666,0.016666666666666666,0.0001251666752127751,-5.669089787567973e-50.0005676219463785849,5.859538384952844e-7
-5.105097573948723e-7,-0.00010025731305728733,4.6839474123318443e-7,9.317219366960445e-5,1.391028706413384e-7,2.6970302043950978e-5-0.16595776725538722,-0.016509662741568048,0.16666666666666666,0.016666666666666666,0.00014160590948609404,-6.398221116015998e-50.0005661754944240756,5.863274879351677e-7
-6.799910422089513e-7,-0.0001324551390292941,5.423420427327729e-7,0.00010721404230050802,2.1314400371512745e-7,4.090966882419864e-5-0.16594035955833591,-0.016457716344708027,0.16666666666666666,0.016666666666666666,0.00016023783802140209,-7.221525502276946e-50.0005646337932206662,5.867268274100564e-7
-8.930572526981858e-7,-0.0001724252418420205,6.397076304092958e-7,0.0001256114144996221,3.116858462695467e-7,5.917150153652777e-5-0.16592047912077454,-0.01639038336370855,0.16666666666666666,0.016666666666666666,0.0001813683479421122,-8.151201273322322e-50.0005629747472206452,5.871578131688134e-7
-1.1636850872091724e-6,-0.00022251267666971726,7.667192306712352e-7,0.00014944362584039825,4.415446124285608e-7,8.282703762086096e-5-0.16589777449376517,-0.01630330603597655,0.16666666666666666,0.016666666666666666,0.00020534551535125533,-9.201033634078424e-50.0005611747086199319,5.876268999256072e-7
-1.509936188042923e-6,-0.00028565611085039225,9.315911109274569e-7,0.00018010933364616036,6.118315388636017e-7,0.00011326372156048335-0.16587183223453777,-0.016190915623793233,0.16666666666666666,0.016666666666666666,0.00023257293583552348,-0.000103866264328839590.0005592081374555205,5.881411452419328e-7
